城市,年齡,年份,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,年份,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用
嘉義縣東石鄉,70~74歲,2008,氣管、支氣管和肺癌,8,1289821,肝和肝內膽管癌,15,330884,結腸、直腸和肛門癌,15,438716,胃癌,2,31970,口腔癌,1,24240,女性乳癌,5,138711,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,944,鼻咽癌,1,2649,膀胱癌,3,143372,卵巢癌,1,398258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,75~79歲,2008,氣管、支氣管和肺癌,7,871957,肝和肝內膽管癌,5,304550,結腸、直腸和肛門癌,9,603265,胃癌,5,395578,口腔癌,1,29344,女性乳癌,2,105659,食道癌,0,0,胰臟癌,1,86024,非何杰金氏淋巴瘤,2,79979,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,32852,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,80~84歲,2008,氣管、支氣管和肺癌,4,122432,肝和肝內膽管癌,5,76427,結腸、直腸和肛門癌,6,31259,胃癌,1,7609,口腔癌,0,0,女性乳癌,1,54216,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,27983,鼻咽癌,1,3302,膀胱癌,2,184545,卵巢癌,1,28495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,85歲以上,2008,氣管、支氣管和肺癌,4,195722,肝和肝內膽管癌,2,109686,結腸、直腸和肛門癌,4,86253,胃癌,1,2972,口腔癌,1,154147,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,9074,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,1,109086,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,65~69歲,2008,氣管、支氣管和肺癌,4,976024,肝和肝內膽管癌,8,648028,結腸、直腸和肛門癌,11,647244,胃癌,3,488452,口腔癌,0,0,女性乳癌,7,371917,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,240303,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,33160,鼻咽癌,0,0,膀胱癌,6,516633,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,70~74歲,2008,氣管、支氣管和肺癌,5,342130,肝和肝內膽管癌,10,509030,結腸、直腸和肛門癌,21,925273,胃癌,1,13843,口腔癌,1,4764,女性乳癌,3,28816,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,4750,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,39261,鼻咽癌,0,0,膀胱癌,5,77803,卵巢癌,1,334063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,75~79歲,2008,氣管、支氣管和肺癌,6,348975,肝和肝內膽管癌,8,223347,結腸、直腸和肛門癌,4,438147,胃癌,0,0,口腔癌,0,0,女性乳癌,2,78735,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,6302,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,13592,鼻咽癌,0,0,膀胱癌,5,99197,卵巢癌,2,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,80~84歲,2008,氣管、支氣管和肺癌,3,258341,肝和肝內膽管癌,5,534657,結腸、直腸和肛門癌,9,448755,胃癌,5,53661,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,7581,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,21712,鼻咽癌,0,0,膀胱癌,3,76172,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,85歲以上,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,2,82837,結腸、直腸和肛門癌,2,4988,胃癌,1,30466,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,0,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,65~69歲,2008,氣管、支氣管和肺癌,2,516172,肝和肝內膽管癌,3,15155,結腸、直腸和肛門癌,7,601825,胃癌,1,83297,口腔癌,0,0,女性乳癌,1,7931,食道癌,1,17112,胰臟癌,2,261068,非何杰金氏淋巴瘤,1,25010,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,37198,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,1,6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,70~74歲,2008,氣管、支氣管和肺癌,4,292577,肝和肝內膽管癌,9,153590,結腸、直腸和肛門癌,9,711093,胃癌,2,4431,口腔癌,0,0,女性乳癌,5,181820,食道癌,0,0,胰臟癌,1,82955,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,16124,子宮頸及部位未明示子宮癌,3,109618,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,75~79歲,2008,氣管、支氣管和肺癌,3,581476,肝和肝內膽管癌,5,176916,結腸、直腸和肛門癌,9,647781,胃癌,1,94579,口腔癌,0,0,女性乳癌,0,24902,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,7,18196,鼻咽癌,0,0,膀胱癌,1,167556,卵巢癌,1,118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,80~84歲,2008,氣管、支氣管和肺癌,1,251475,肝和肝內膽管癌,2,141708,結腸、直腸和肛門癌,4,71701,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,2498,鼻咽癌,0,0,膀胱癌,4,41128,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,85歲以上,2008,氣管、支氣管和肺癌,2,4109,肝和肝內膽管癌,1,0,結腸、直腸和肛門癌,1,0,胃癌,0,0,口腔癌,0,0,女性乳癌,1,61087,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,19621,鼻咽癌,0,0,膀胱癌,1,15761,卵巢癌,1,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,65~69歲,2008,氣管、支氣管和肺癌,6,1365470,肝和肝內膽管癌,11,269568,結腸、直腸和肛門癌,7,65052,胃癌,3,319766,口腔癌,0,0,女性乳癌,11,478495,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,3,363940,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,9,28673,鼻咽癌,3,604248,膀胱癌,1,36366,卵巢癌,1,100966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,70~74歲,2008,氣管、支氣管和肺癌,8,432241,肝和肝內膽管癌,4,71626,結腸、直腸和肛門癌,5,211634,胃癌,3,14618,口腔癌,0,0,女性乳癌,6,93676,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,3,249471,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,6,28137,鼻咽癌,0,2196,膀胱癌,2,12049,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,75~79歲,2008,氣管、支氣管和肺癌,1,217201,肝和肝內膽管癌,5,102653,結腸、直腸和肛門癌,19,1069512,胃癌,2,19478,口腔癌,1,0,女性乳癌,3,97385,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,20378,鼻咽癌,1,0,膀胱癌,1,2731,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,80~84歲,2008,氣管、支氣管和肺癌,2,373467,肝和肝內膽管癌,5,91439,結腸、直腸和肛門癌,8,328435,胃癌,1,0,口腔癌,0,0,女性乳癌,1,4599,食道癌,0,0,胰臟癌,1,109019,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,515,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,85歲以上,2008,氣管、支氣管和肺癌,3,695253,肝和肝內膽管癌,3,47621,結腸、直腸和肛門癌,8,285770,胃癌,2,12054,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,104034,子宮頸及部位未明示子宮癌,1,4238,鼻咽癌,0,0,膀胱癌,1,5122,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,65~69歲,2008,氣管、支氣管和肺癌,2,29208,肝和肝內膽管癌,15,559272,結腸、直腸和肛門癌,11,1296378,胃癌,2,160154,口腔癌,2,39112,女性乳癌,9,1085811,食道癌,0,0,胰臟癌,2,104677,非何杰金氏淋巴瘤,3,220641,前列腺(攝護腺)癌,0,0,白血病,1,22420,子宮頸及部位未明示子宮癌,4,12562,鼻咽癌,0,0,膀胱癌,3,168711,卵巢癌,1,157672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,70~74歲,2008,氣管、支氣管和肺癌,3,482307,肝和肝內膽管癌,7,130568,結腸、直腸和肛門癌,5,486719,胃癌,3,216374,口腔癌,1,120,女性乳癌,9,752304,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,19109,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,704128,鼻咽癌,2,12343,膀胱癌,0,0,卵巢癌,1,3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,75~79歲,2008,氣管、支氣管和肺癌,1,42753,肝和肝內膽管癌,8,931856,結腸、直腸和肛門癌,15,946620,胃癌,1,35173,口腔癌,0,367,女性乳癌,3,522145,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,5,1130022,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,40268,鼻咽癌,0,5179,膀胱癌,2,132793,卵巢癌,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,80~84歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,10,212335,結腸、直腸和肛門癌,2,141854,胃癌,2,116272,口腔癌,0,0,女性乳癌,1,78830,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,3,89104,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,85歲以上,2008,氣管、支氣管和肺癌,2,131746,肝和肝內膽管癌,1,9847,結腸、直腸和肛門癌,1,50090,胃癌,1,44676,口腔癌,0,0,女性乳癌,1,1922,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,1,7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,65~69歲,2008,氣管、支氣管和肺癌,2,1842,肝和肝內膽管癌,11,489123,結腸、直腸和肛門癌,9,96316,胃癌,0,0,口腔癌,1,222,女性乳癌,8,405745,食道癌,0,0,胰臟癌,1,8506,非何杰金氏淋巴瘤,4,18573,前列腺(攝護腺)癌,0,0,白血病,1,263388,子宮頸及部位未明示子宮癌,5,71169,鼻咽癌,1,2527,膀胱癌,1,3168,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,70~74歲,2008,氣管、支氣管和肺癌,2,88269,肝和肝內膽管癌,10,768448,結腸、直腸和肛門癌,12,1679756,胃癌,3,751,口腔癌,2,107815,女性乳癌,4,120483,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,496846,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,34777,鼻咽癌,0,0,膀胱癌,2,5647,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,75~79歲,2008,氣管、支氣管和肺癌,1,362932,肝和肝內膽管癌,12,586905,結腸、直腸和肛門癌,12,1049623,胃癌,0,0,口腔癌,2,585257,女性乳癌,5,192791,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,2,63157,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,107884,鼻咽癌,1,29063,膀胱癌,2,4555,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,80~84歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,3,1537,結腸、直腸和肛門癌,3,28277,胃癌,2,17411,口腔癌,1,14420,女性乳癌,4,66712,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,846,鼻咽癌,1,4012,膀胱癌,1,486063,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,85歲以上,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,4,59041,結腸、直腸和肛門癌,3,302873,胃癌,2,40244,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,719,鼻咽癌,0,0,膀胱癌,1,127454,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣梅山鄉,65~69歲,2008,氣管、支氣管和肺癌,1,6494,肝和肝內膽管癌,3,312728,結腸、直腸和肛門癌,5,581562,胃癌,0,0,口腔癌,1,713244,女性乳癌,14,809369,食道癌,0,0,胰臟癌,1,519782,非何杰金氏淋巴瘤,1,67445,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,3163,鼻咽癌,0,0,膀胱癌,1,3333,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣梅山鄉,70~74歲,2008,氣管、支氣管和肺癌,4,1621108,肝和肝內膽管癌,3,95850,結腸、直腸和肛門癌,4,339144,胃癌,0,0,口腔癌,0,0,女性乳癌,2,18877,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,7,95856,鼻咽癌,0,0,膀胱癌,0,9183,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣梅山鄉,75~79歲,2008,氣管、支氣管和肺癌,4,214051,肝和肝內膽管癌,4,578708,結腸、直腸和肛門癌,6,528449,胃癌,1,2491,口腔癌,0,0,女性乳癌,2,6603,食道癌,0,0,胰臟癌,1,82643,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,32258,鼻咽癌,0,0,膀胱癌,1,204912,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣梅山鄉,80~84歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,2,62180,結腸、直腸和肛門癌,5,525680,胃癌,0,165340,口腔癌,0,0,女性乳癌,1,51769,食道癌,0,0,胰臟癌,1,59573,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,21451,鼻咽癌,0,0,膀胱癌,1,120,卵巢癌,1,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣梅山鄉,85歲以上,2008,氣管、支氣管和肺癌,2,158620,肝和肝內膽管癌,0,0,結腸、直腸和肛門癌,6,107510,胃癌,1,29986,口腔癌,0,0,女性乳癌,0,0,食道癌,1,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,149195,鼻咽癌,0,0,膀胱癌,2,2394,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣梅山鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣番路鄉,65~69歲,2008,氣管、支氣管和肺癌,1,742,肝和肝內膽管癌,1,0,結腸、直腸和肛門癌,1,9297,胃癌,1,0,口腔癌,0,0,女性乳癌,2,61044,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,440285,前列腺(攝護腺)癌,0,0,白血病,1,52489,子宮頸及部位未明示子宮癌,2,5950,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣番路鄉,70~74歲,2008,氣管、支氣管和肺癌,3,36064,肝和肝內膽管癌,2,166294,結腸、直腸和肛門癌,3,122771,胃癌,1,0,口腔癌,0,0,女性乳癌,2,22395,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,468870,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,17181,鼻咽癌,1,26766,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣番路鄉,75~79歲,2008,氣管、支氣管和肺癌,5,315127,肝和肝內膽管癌,2,372748,結腸、直腸和肛門癌,4,153102,胃癌,0,0,口腔癌,0,0,女性乳癌,1,7828,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,0,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣番路鄉,80~84歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,1,12093,結腸、直腸和肛門癌,0,0,胃癌,1,114238,口腔癌,0,0,女性乳癌,1,130260,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣番路鄉,85歲以上,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,0,0,結腸、直腸和肛門癌,2,18935,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣番路鄉,,2008,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大埔鄉,65~69歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,2,25637,結腸、直腸和肛門癌,1,187593,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,1,11280,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大埔鄉,70~74歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,0,0,結腸、直腸和肛門癌,1,592,胃癌,0,0,口腔癌,0,0,女性乳癌,1,1464,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大埔鄉,75~79歲,2008,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,2,81813,結腸、直腸和肛門癌,1,10640,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,480,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
